File,Frames missed,Largest missing interval,Percent detected
./videos/real_videos/027.mp4,3,2,0.9904458598726115
./videos/real_videos/artery1real.mp4,10,10,0.9882352941176471
./videos/fake_videos/020_344.mp4,2,10,0.9948586118251928
./videos/fake_videos/artery1fake.mp4,1,10,0.9986225895316805
